,Id,ActivityHour,Calories,Steps,TotalIntensity,AverageIntensity
4035,2022484408,4/28/2016 11:00:00 PM,62,0,0,0.0
4036,2022484408,4/29/2016 12:00:00 AM,62,0,0,0.0
4037,2022484408,4/29/2016 1:00:00 AM,62,0,0,0.0
4038,2022484408,4/29/2016 2:00:00 AM,62,0,0,0.0
4039,2022484408,4/29/2016 3:00:00 AM,62,0,0,0.0
4040,2022484408,4/29/2016 4:00:00 AM,62,0,0,0.0
4041,2022484408,4/29/2016 5:00:00 AM,62,0,0,0.0
4042,2022484408,4/29/2016 6:00:00 AM,62,0,0,0.0
4043,2022484408,4/29/2016 7:00:00 AM,62,0,0,0.0
4044,2022484408,4/29/2016 8:00:00 AM,113,662,20,0.333333
4045,2022484408,4/29/2016 9:00:00 AM,318,1457,112,1.866667
4046,2022484408,4/29/2016 10:00:00 AM,177,1012,40,0.666667
4047,2022484408,4/29/2016 11:00:00 AM,171,1452,35,0.583333
4048,2022484408,4/29/2016 12:00:00 PM,126,530,26,0.433333
4049,2022484408,4/29/2016 1:00:00 PM,181,1163,45,0.75
4050,2022484408,4/29/2016 2:00:00 PM,231,1655,47,0.783333
4051,2022484408,4/29/2016 3:00:00 PM,96,175,17,0.283333
4052,2022484408,4/29/2016 4:00:00 PM,129,1035,30,0.5
4053,2022484408,4/29/2016 5:00:00 PM,108,437,21,0.35
4054,2022484408,4/29/2016 6:00:00 PM,101,315,14,0.233333
4055,2022484408,4/29/2016 7:00:00 PM,113,352,17,0.283333
4056,2022484408,4/29/2016 8:00:00 PM,62,0,0,0.0
4057,2022484408,4/29/2016 9:00:00 PM,62,0,0,0.0
4058,2022484408,4/29/2016 10:00:00 PM,62,0,0,0.0
4059,2022484408,4/29/2016 11:00:00 PM,62,0,0,0.0
4060,2022484408,4/30/2016 12:00:00 AM,62,0,0,0.0
4061,2022484408,4/30/2016 1:00:00 AM,62,0,0,0.0
4062,2022484408,4/30/2016 2:00:00 AM,62,0,0,0.0
4063,2022484408,4/30/2016 3:00:00 AM,62,0,0,0.0
4064,2022484408,4/30/2016 4:00:00 AM,62,0,0,0.0
4065,2022484408,4/30/2016 5:00:00 AM,62,0,0,0.0
4066,2022484408,4/30/2016 6:00:00 AM,93,437,12,0.2
4067,2022484408,4/30/2016 7:00:00 AM,97,347,16,0.266667
4068,2022484408,4/30/2016 8:00:00 AM,73,52,4,0.066667
4069,2022484408,4/30/2016 9:00:00 AM,85,127,12,0.2
4070,2022484408,4/30/2016 10:00:00 AM,197,2094,44,0.733333
4071,2022484408,4/30/2016 11:00:00 AM,138,1112,26,0.433333
4072,2022484408,4/30/2016 12:00:00 PM,157,1372,30,0.5
4073,2022484408,4/30/2016 1:00:00 PM,216,2418,49,0.816667
4074,2022484408,4/30/2016 2:00:00 PM,179,1564,42,0.7
4075,2022484408,4/30/2016 3:00:00 PM,222,2742,53,0.883333
4076,2022484408,4/30/2016 4:00:00 PM,252,3286,88,1.466667
4077,2022484408,4/30/2016 5:00:00 PM,154,1288,32,0.533333
4078,2022484408,4/30/2016 6:00:00 PM,128,869,17,0.283333
4079,2022484408,4/30/2016 7:00:00 PM,110,577,18,0.3
4080,2022484408,4/30/2016 8:00:00 PM,70,102,3,0.05
4081,2022484408,4/30/2016 9:00:00 PM,62,0,0,0.0
4082,2022484408,4/30/2016 10:00:00 PM,62,0,0,0.0
4083,2022484408,4/30/2016 11:00:00 PM,62,0,0,0.0
4084,2022484408,5/1/2016 12:00:00 AM,62,0,0,0.0
4085,2022484408,5/1/2016 1:00:00 AM,62,0,0,0.0
4086,2022484408,5/1/2016 2:00:00 AM,62,0,0,0.0
4087,2022484408,5/1/2016 3:00:00 AM,62,0,0,0.0
4088,2022484408,5/1/2016 4:00:00 AM,62,0,0,0.0
4089,2022484408,5/1/2016 5:00:00 AM,62,0,0,0.0
4090,2022484408,5/1/2016 6:00:00 AM,114,660,21,0.35
4091,2022484408,5/1/2016 7:00:00 AM,97,360,14,0.233333
4092,2022484408,5/1/2016 8:00:00 AM,70,28,2,0.033333
4093,2022484408,5/1/2016 9:00:00 AM,87,305,9,0.15
4094,2022484408,5/1/2016 10:00:00 AM,292,3757,111,1.85
4095,2022484408,5/1/2016 11:00:00 AM,109,716,20,0.333333
4096,2022484408,5/1/2016 12:00:00 PM,79,132,9,0.15
4097,2022484408,5/1/2016 1:00:00 PM,68,61,3,0.05
4098,2022484408,5/1/2016 2:00:00 PM,91,314,14,0.233333
4099,2022484408,5/1/2016 3:00:00 PM,142,882,26,0.433333
4100,2022484408,5/1/2016 4:00:00 PM,119,555,26,0.433333
4101,2022484408,5/1/2016 5:00:00 PM,158,1088,38,0.633333
4102,2022484408,5/1/2016 6:00:00 PM,146,866,36,0.6
4103,2022484408,5/1/2016 7:00:00 PM,185,814,47,0.783333
4104,2022484408,5/1/2016 8:00:00 PM,62,0,0,0.0
4105,2022484408,5/1/2016 9:00:00 PM,62,0,0,0.0
4106,2022484408,5/1/2016 10:00:00 PM,62,0,0,0.0
4107,2022484408,5/1/2016 11:00:00 PM,62,0,0,0.0
4108,2022484408,5/2/2016 12:00:00 AM,62,0,0,0.0
4109,2022484408,5/2/2016 1:00:00 AM,62,0,0,0.0
4110,2022484408,5/2/2016 2:00:00 AM,62,0,0,0.0
4111,2022484408,5/2/2016 3:00:00 AM,62,0,0,0.0
4112,2022484408,5/2/2016 4:00:00 AM,62,0,0,0.0
4113,2022484408,5/2/2016 5:00:00 AM,62,0,0,0.0
4114,2022484408,5/2/2016 6:00:00 AM,62,0,0,0.0
4115,2022484408,5/2/2016 7:00:00 AM,114,590,19,0.316667
4116,2022484408,5/2/2016 8:00:00 AM,104,385,18,0.3
4117,2022484408,5/2/2016 9:00:00 AM,183,1116,41,0.683333
4118,2022484408,5/2/2016 10:00:00 AM,166,737,35,0.583333
4119,2022484408,5/2/2016 11:00:00 AM,78,153,6,0.1
4120,2022484408,5/2/2016 12:00:00 PM,146,805,33,0.55
4121,2022484408,5/2/2016 1:00:00 PM,143,610,27,0.45
4122,2022484408,5/2/2016 2:00:00 PM,312,4178,126,2.1
4123,2022484408,5/2/2016 3:00:00 PM,92,255,15,0.25
4124,2022484408,5/2/2016 4:00:00 PM,137,864,31,0.516667
4125,2022484408,5/2/2016 5:00:00 PM,108,182,18,0.3
4126,2022484408,5/2/2016 6:00:00 PM,113,271,21,0.35
4127,2022484408,5/2/2016 7:00:00 PM,94,233,11,0.183333
4128,2022484408,5/2/2016 8:00:00 PM,62,0,0,0.0
4129,2022484408,5/2/2016 9:00:00 PM,62,0,0,0.0
4130,2022484408,5/2/2016 10:00:00 PM,62,0,0,0.0
4131,2022484408,5/2/2016 11:00:00 PM,62,0,0,0.0
4132,2022484408,5/3/2016 12:00:00 AM,62,0,0,0.0
4133,2022484408,5/3/2016 1:00:00 AM,62,0,0,0.0
4134,2022484408,5/3/2016 2:00:00 AM,62,0,0,0.0
4135,2022484408,5/3/2016 3:00:00 AM,62,0,0,0.0
4136,2022484408,5/3/2016 4:00:00 AM,62,0,0,0.0
4137,2022484408,5/3/2016 5:00:00 AM,62,0,0,0.0
4138,2022484408,5/3/2016 6:00:00 AM,62,0,0,0.0
4139,2022484408,5/3/2016 7:00:00 AM,91,218,8,0.133333
4140,2022484408,5/3/2016 8:00:00 AM,129,442,24,0.4
4141,2022484408,5/3/2016 9:00:00 AM,101,412,17,0.283333
4142,2022484408,5/3/2016 10:00:00 AM,388,2451,134,2.233333
4143,2022484408,5/3/2016 11:00:00 AM,134,526,31,0.516667
4144,2022484408,5/3/2016 12:00:00 PM,101,287,13,0.216667
4145,2022484408,5/3/2016 1:00:00 PM,106,337,15,0.25
4146,2022484408,5/3/2016 2:00:00 PM,227,2179,69,1.15
4147,2022484408,5/3/2016 3:00:00 PM,126,495,22,0.366667
4148,2022484408,5/3/2016 4:00:00 PM,295,3398,92,1.533333
4149,2022484408,5/3/2016 5:00:00 PM,126,557,28,0.466667
4150,2022484408,5/3/2016 6:00:00 PM,86,105,9,0.15
4151,2022484408,5/3/2016 7:00:00 PM,96,211,9,0.15
4152,2022484408,5/3/2016 8:00:00 PM,114,497,18,0.3
4153,2022484408,5/3/2016 9:00:00 PM,72,68,5,0.083333
4154,2022484408,5/3/2016 10:00:00 PM,62,0,0,0.0
4155,2022484408,5/3/2016 11:00:00 PM,62,0,0,0.0
4156,2022484408,5/4/2016 12:00:00 AM,62,0,0,0.0
4157,2022484408,5/4/2016 1:00:00 AM,62,0,0,0.0
4158,2022484408,5/4/2016 2:00:00 AM,62,0,0,0.0
4159,2022484408,5/4/2016 3:00:00 AM,62,0,0,0.0
4160,2022484408,5/4/2016 4:00:00 AM,62,0,0,0.0
4161,2022484408,5/4/2016 5:00:00 AM,62,0,0,0.0
4162,2022484408,5/4/2016 6:00:00 AM,74,112,6,0.1
4163,2022484408,5/4/2016 7:00:00 AM,135,719,29,0.483333
4164,2022484408,5/4/2016 8:00:00 AM,104,385,15,0.25
4165,2022484408,5/4/2016 9:00:00 AM,231,1634,63,1.05
4166,2022484408,5/4/2016 10:00:00 AM,233,944,60,1.0
4167,2022484408,5/4/2016 11:00:00 AM,134,602,23,0.383333
4168,2022484408,5/4/2016 12:00:00 PM,120,499,16,0.266667
4169,2022484408,5/4/2016 1:00:00 PM,122,683,16,0.266667
4170,2022484408,5/4/2016 2:00:00 PM,311,3647,118,1.966667
4171,2022484408,5/4/2016 3:00:00 PM,89,175,7,0.116667
4172,2022484408,5/4/2016 4:00:00 PM,135,701,26,0.433333
4173,2022484408,5/4/2016 5:00:00 PM,86,214,10,0.166667
4174,2022484408,5/4/2016 6:00:00 PM,115,698,19,0.316667
4175,2022484408,5/4/2016 7:00:00 PM,121,630,18,0.3
4176,2022484408,5/4/2016 8:00:00 PM,79,125,8,0.133333
4177,2022484408,5/4/2016 9:00:00 PM,62,0,0,0.0
4178,2022484408,5/4/2016 10:00:00 PM,62,0,0,0.0
4179,2022484408,5/4/2016 11:00:00 PM,62,0,0,0.0
4180,2022484408,5/5/2016 12:00:00 AM,62,0,0,0.0
4181,2022484408,5/5/2016 1:00:00 AM,62,0,0,0.0
4182,2022484408,5/5/2016 2:00:00 AM,62,0,0,0.0
4183,2022484408,5/5/2016 3:00:00 AM,62,0,0,0.0
4184,2022484408,5/5/2016 4:00:00 AM,62,0,0,0.0
4185,2022484408,5/5/2016 5:00:00 AM,62,0,0,0.0
4186,2022484408,5/5/2016 6:00:00 AM,62,0,0,0.0
4187,2022484408,5/5/2016 7:00:00 AM,62,0,0,0.0
4188,2022484408,5/5/2016 8:00:00 AM,101,309,15,0.25
4189,2022484408,5/5/2016 9:00:00 AM,217,2327,68,1.133333
4190,2022484408,5/5/2016 10:00:00 AM,326,1305,100,1.666667
4191,2022484408,5/5/2016 11:00:00 AM,133,666,28,0.466667
4192,2022484408,5/5/2016 12:00:00 PM,94,255,12,0.2
4193,2022484408,5/5/2016 1:00:00 PM,82,190,7,0.116667
4194,2022484408,5/5/2016 2:00:00 PM,194,1723,54,0.9
4195,2022484408,5/5/2016 3:00:00 PM,214,2384,72,1.2
4196,2022484408,5/5/2016 4:00:00 PM,150,1175,31,0.516667
4197,2022484408,5/5/2016 5:00:00 PM,110,414,19,0.316667
4198,2022484408,5/5/2016 6:00:00 PM,106,375,19,0.316667
4199,2022484408,5/5/2016 7:00:00 PM,92,322,13,0.216667
4200,2022484408,5/5/2016 8:00:00 PM,105,450,20,0.333333
4201,2022484408,5/5/2016 9:00:00 PM,62,0,0,0.0
4202,2022484408,5/5/2016 10:00:00 PM,62,0,0,0.0
4203,2022484408,5/5/2016 11:00:00 PM,62,0,0,0.0
4204,2022484408,5/6/2016 12:00:00 AM,62,0,0,0.0
4205,2022484408,5/6/2016 1:00:00 AM,62,0,0,0.0
4206,2022484408,5/6/2016 2:00:00 AM,62,0,0,0.0
4207,2022484408,5/6/2016 3:00:00 AM,62,0,0,0.0
4208,2022484408,5/6/2016 4:00:00 AM,62,0,0,0.0
4209,2022484408,5/6/2016 5:00:00 AM,62,0,0,0.0
4210,2022484408,5/6/2016 6:00:00 AM,62,0,0,0.0
4211,2022484408,5/6/2016 7:00:00 AM,62,0,0,0.0
4212,2022484408,5/6/2016 8:00:00 AM,62,0,0,0.0
4213,2022484408,5/6/2016 9:00:00 AM,154,809,35,0.583333
4214,2022484408,5/6/2016 10:00:00 AM,181,1107,42,0.7
4215,2022484408,5/6/2016 11:00:00 AM,180,1025,39,0.65
4216,2022484408,5/6/2016 12:00:00 PM,94,226,11,0.183333
4217,2022484408,5/6/2016 1:00:00 PM,123,455,20,0.333333
4218,2022484408,5/6/2016 2:00:00 PM,289,4084,106,1.766667
4219,2022484408,5/6/2016 3:00:00 PM,120,487,21,0.35
4220,2022484408,5/6/2016 4:00:00 PM,111,445,20,0.333333
4221,2022484408,5/6/2016 5:00:00 PM,100,374,17,0.283333
4222,2022484408,5/6/2016 6:00:00 PM,110,355,23,0.383333
4223,2022484408,5/6/2016 7:00:00 PM,105,271,23,0.383333
4224,2022484408,5/6/2016 8:00:00 PM,90,164,9,0.15
4225,2022484408,5/6/2016 9:00:00 PM,158,425,35,0.583333
4226,2022484408,5/6/2016 10:00:00 PM,62,0,0,0.0
4227,2022484408,5/6/2016 11:00:00 PM,62,0,0,0.0
4228,2022484408,5/7/2016 12:00:00 AM,62,0,0,0.0
4229,2022484408,5/7/2016 1:00:00 AM,62,0,0,0.0
4230,2022484408,5/7/2016 2:00:00 AM,62,0,0,0.0
4231,2022484408,5/7/2016 3:00:00 AM,62,0,0,0.0
4232,2022484408,5/7/2016 4:00:00 AM,62,0,0,0.0
4233,2022484408,5/7/2016 5:00:00 AM,62,0,0,0.0
4234,2022484408,5/7/2016 6:00:00 AM,62,0,0,0.0
4235,2022484408,5/7/2016 7:00:00 AM,62,0,0,0.0
4236,2022484408,5/7/2016 8:00:00 AM,64,7,1,0.016667
4237,2022484408,5/7/2016 9:00:00 AM,140,1132,35,0.583333
4238,2022484408,5/7/2016 10:00:00 AM,219,2617,71,1.183333
4239,2022484408,5/7/2016 11:00:00 AM,141,873,27,0.45
4240,2022484408,5/7/2016 12:00:00 PM,107,412,22,0.366667
4241,2022484408,5/7/2016 1:00:00 PM,111,545,20,0.333333
4242,2022484408,5/7/2016 2:00:00 PM,62,0,0,0.0
4243,2022484408,5/7/2016 3:00:00 PM,62,0,0,0.0
4244,2022484408,5/7/2016 4:00:00 PM,62,0,0,0.0
4245,2022484408,5/7/2016 5:00:00 PM,62,0,0,0.0
4246,2022484408,5/7/2016 6:00:00 PM,62,0,0,0.0
4247,2022484408,5/7/2016 7:00:00 PM,122,740,21,0.35
4248,2022484408,5/7/2016 8:00:00 PM,96,382,16,0.266667
4249,2022484408,5/7/2016 9:00:00 PM,62,0,0,0.0
4250,2022484408,5/7/2016 10:00:00 PM,62,0,0,0.0
4251,2022484408,5/7/2016 11:00:00 PM,62,0,0,0.0
4252,2022484408,5/8/2016 12:00:00 AM,62,0,0,0.0
4253,2022484408,5/8/2016 1:00:00 AM,62,0,0,0.0
4254,2022484408,5/8/2016 2:00:00 AM,62,0,0,0.0
4255,2022484408,5/8/2016 3:00:00 AM,62,0,0,0.0
4256,2022484408,5/8/2016 4:00:00 AM,62,0,0,0.0
4257,2022484408,5/8/2016 5:00:00 AM,62,0,0,0.0
4258,2022484408,5/8/2016 6:00:00 AM,62,0,0,0.0
4259,2022484408,5/8/2016 7:00:00 AM,62,0,0,0.0
4260,2022484408,5/8/2016 8:00:00 AM,91,14,8,0.133333
4261,2022484408,5/8/2016 9:00:00 AM,88,187,9,0.15
4262,2022484408,5/8/2016 10:00:00 AM,129,729,29,0.483333
4263,2022484408,5/8/2016 11:00:00 AM,150,1127,33,0.55
4264,2022484408,5/8/2016 12:00:00 PM,130,584,28,0.466667
4265,2022484408,5/8/2016 1:00:00 PM,104,457,18,0.3
4266,2022484408,5/8/2016 2:00:00 PM,96,194,10,0.166667
4267,2022484408,5/8/2016 3:00:00 PM,62,0,0,0.0
4268,2022484408,5/8/2016 4:00:00 PM,62,0,0,0.0
4269,2022484408,5/8/2016 5:00:00 PM,62,0,0,0.0
4270,2022484408,5/8/2016 6:00:00 PM,62,0,0,0.0
4271,2022484408,5/8/2016 7:00:00 PM,62,0,0,0.0
4272,2022484408,5/8/2016 8:00:00 PM,62,0,0,0.0
4273,2022484408,5/8/2016 9:00:00 PM,62,0,0,0.0
4274,2022484408,5/8/2016 10:00:00 PM,62,0,0,0.0
4275,2022484408,5/8/2016 11:00:00 PM,62,0,0,0.0
4276,2022484408,5/9/2016 12:00:00 AM,62,0,0,0.0
4277,2022484408,5/9/2016 1:00:00 AM,62,0,0,0.0
4278,2022484408,5/9/2016 2:00:00 AM,62,0,0,0.0
4279,2022484408,5/9/2016 3:00:00 AM,62,0,0,0.0
4280,2022484408,5/9/2016 4:00:00 AM,62,0,0,0.0
4281,2022484408,5/9/2016 5:00:00 AM,62,0,0,0.0
4282,2022484408,5/9/2016 6:00:00 AM,95,250,15,0.25
4283,2022484408,5/9/2016 7:00:00 AM,134,661,34,0.566667
4284,2022484408,5/9/2016 8:00:00 AM,140,1225,23,0.383333
4285,2022484408,5/9/2016 9:00:00 AM,202,1516,43,0.716667
4286,2022484408,5/9/2016 10:00:00 AM,288,2174,97,1.616667
4287,2022484408,5/9/2016 11:00:00 AM,83,164,8,0.133333
4288,2022484408,5/9/2016 12:00:00 PM,110,325,20,0.333333
4289,2022484408,5/9/2016 1:00:00 PM,82,165,6,0.1
4290,2022484408,5/9/2016 2:00:00 PM,294,3804,112,1.866667
4291,2022484408,5/9/2016 3:00:00 PM,190,946,52,0.866667
4292,2022484408,5/9/2016 4:00:00 PM,127,595,23,0.383333
4293,2022484408,5/9/2016 5:00:00 PM,108,564,17,0.283333
4294,2022484408,5/9/2016 6:00:00 PM,117,436,25,0.416667
4295,2022484408,5/9/2016 7:00:00 PM,103,343,15,0.25
4296,2022484408,5/9/2016 8:00:00 PM,78,211,6,0.1
4297,2022484408,5/9/2016 9:00:00 PM,62,0,0,0.0
4298,2022484408,5/9/2016 10:00:00 PM,62,0,0,0.0
4299,2022484408,5/9/2016 11:00:00 PM,62,0,0,0.0
4300,2022484408,5/10/2016 12:00:00 AM,62,0,0,0.0
4301,2022484408,5/10/2016 1:00:00 AM,62,0,0,0.0
4302,2022484408,5/10/2016 2:00:00 AM,62,0,0,0.0
4303,2022484408,5/10/2016 3:00:00 AM,62,0,0,0.0
4304,2022484408,5/10/2016 4:00:00 AM,62,0,0,0.0
4305,2022484408,5/10/2016 5:00:00 AM,62,0,0,0.0
4306,2022484408,5/10/2016 6:00:00 AM,62,0,0,0.0
4307,2022484408,5/10/2016 7:00:00 AM,62,0,0,0.0
4308,2022484408,5/10/2016 8:00:00 AM,82,163,7,0.116667
4309,2022484408,5/10/2016 9:00:00 AM,112,522,18,0.3
4310,2022484408,5/10/2016 10:00:00 AM,361,1910,108,1.8
4311,2022484408,5/10/2016 11:00:00 AM,275,1536,72,1.2
4312,2022484408,5/10/2016 12:00:00 PM,116,589,23,0.383333
4313,2022484408,5/10/2016 1:00:00 PM,176,1164,43,0.716667
4314,2022484408,5/10/2016 2:00:00 PM,273,3553,100,1.666667
4315,2022484408,5/10/2016 3:00:00 PM,130,699,29,0.483333
4316,2022484408,5/10/2016 4:00:00 PM,102,386,12,0.2
4317,2022484408,5/10/2016 5:00:00 PM,176,1264,39,0.65
4318,2022484408,5/10/2016 6:00:00 PM,115,424,22,0.366667
4319,2022484408,5/10/2016 7:00:00 PM,131,588,25,0.416667
4320,2022484408,5/10/2016 8:00:00 PM,64,0,0,0.0
4321,2022484408,5/10/2016 9:00:00 PM,62,0,0,0.0
4322,2022484408,5/10/2016 10:00:00 PM,62,0,0,0.0
4323,2022484408,5/10/2016 11:00:00 PM,62,0,0,0.0
4324,2022484408,5/11/2016 12:00:00 AM,62,0,0,0.0
4325,2022484408,5/11/2016 1:00:00 AM,62,0,0,0.0
4326,2022484408,5/11/2016 2:00:00 AM,62,0,0,0.0
4327,2022484408,5/11/2016 3:00:00 AM,62,0,0,0.0
4328,2022484408,5/11/2016 4:00:00 AM,62,0,0,0.0
4329,2022484408,5/11/2016 5:00:00 AM,62,0,0,0.0
4330,2022484408,5/11/2016 6:00:00 AM,62,0,0,0.0
4331,2022484408,5/11/2016 7:00:00 AM,62,0,0,0.0
4332,2022484408,5/11/2016 8:00:00 AM,62,0,0,0.0
4333,2022484408,5/11/2016 9:00:00 AM,67,38,2,0.033333
4334,2022484408,5/11/2016 10:00:00 AM,100,329,18,0.3
4335,2022484408,5/11/2016 11:00:00 AM,367,4838,142,2.366667
4336,2022484408,5/11/2016 12:00:00 PM,123,607,22,0.366667
4337,2022484408,5/11/2016 1:00:00 PM,83,225,10,0.166667
4338,2022484408,5/11/2016 2:00:00 PM,274,3294,104,1.733333
4339,2022484408,5/11/2016 3:00:00 PM,141,698,31,0.516667
4340,2022484408,5/11/2016 4:00:00 PM,161,1116,35,0.583333
4341,2022484408,5/11/2016 5:00:00 PM,185,1045,45,0.75
4342,2022484408,5/11/2016 6:00:00 PM,124,673,20,0.333333
4343,2022484408,5/11/2016 7:00:00 PM,111,409,19,0.316667
4344,2022484408,5/11/2016 8:00:00 PM,62,0,0,0.0
4345,2022484408,5/11/2016 9:00:00 PM,62,0,0,0.0
4346,2022484408,5/11/2016 10:00:00 PM,62,0,0,0.0
4347,2022484408,5/11/2016 11:00:00 PM,62,0,0,0.0
4348,2022484408,5/12/2016 12:00:00 AM,62,0,0,0.0
4349,2022484408,5/12/2016 1:00:00 AM,62,0,0,0.0
4350,2022484408,5/12/2016 2:00:00 AM,62,0,0,0.0
4351,2022484408,5/12/2016 3:00:00 AM,62,0,0,0.0
4352,2022484408,5/12/2016 4:00:00 AM,62,0,0,0.0
4353,2022484408,5/12/2016 5:00:00 AM,62,0,0,0.0
4354,2022484408,5/12/2016 6:00:00 AM,62,0,0,0.0
4355,2022484408,5/12/2016 7:00:00 AM,113,490,22,0.366667
4356,2022484408,5/12/2016 8:00:00 AM,102,418,14,0.233333
4357,2022484408,5/12/2016 9:00:00 AM,181,812,34,0.566667
4358,2022484408,5/12/2016 10:00:00 AM,246,2689,83,1.383333
4359,2022484408,5/12/2016 11:00:00 AM,104,378,21,0.35
4360,2022484408,5/12/2016 12:00:00 PM,111,507,21,0.35
4361,2022484408,5/12/2016 1:00:00 PM,152,997,38,0.633333
4362,2022484408,5/12/2016 2:00:00 PM,178,1383,35,0.583333
4363,2022484408,5/12/2016 3:00:00 PM,129,665,27,0.45
4364,2026352035,4/12/2016 12:00:00 AM,48,29,1,0.016667
4365,2026352035,4/12/2016 1:00:00 AM,47,0,0,0.0
4366,2026352035,4/12/2016 2:00:00 AM,47,0,0,0.0
4367,2026352035,4/12/2016 3:00:00 AM,47,0,0,0.0
4368,2026352035,4/12/2016 4:00:00 AM,47,0,0,0.0
4369,2026352035,4/12/2016 5:00:00 AM,47,0,0,0.0
4370,2026352035,4/12/2016 6:00:00 AM,78,319,21,0.35
4371,2026352035,4/12/2016 7:00:00 AM,69,225,14,0.233333
4372,2026352035,4/12/2016 8:00:00 AM,60,154,7,0.116667
4373,2026352035,4/12/2016 9:00:00 AM,68,230,14,0.233333
4374,2026352035,4/12/2016 10:00:00 AM,60,73,8,0.133333
4375,2026352035,4/12/2016 11:00:00 AM,113,1174,35,0.583333
4376,2026352035,4/12/2016 12:00:00 PM,94,977,31,0.516667
4377,2026352035,4/12/2016 1:00:00 PM,54,38,4,0.066667
4378,2026352035,4/12/2016 2:00:00 PM,52,27,3,0.05
4379,2026352035,4/12/2016 3:00:00 PM,67,231,12,0.2
4380,2026352035,4/12/2016 4:00:00 PM,52,20,3,0.05
4381,2026352035,4/12/2016 5:00:00 PM,69,288,14,0.233333
4382,2026352035,4/12/2016 6:00:00 PM,71,242,17,0.283333
4383,2026352035,4/12/2016 7:00:00 PM,60,144,7,0.116667
4384,2026352035,4/12/2016 8:00:00 PM,68,237,14,0.233333
4385,2026352035,4/12/2016 9:00:00 PM,47,0,0,0.0
4386,2026352035,4/12/2016 10:00:00 PM,47,0,0,0.0
4387,2026352035,4/12/2016 11:00:00 PM,48,6,1,0.016667
4388,2026352035,4/13/2016 12:00:00 AM,47,0,0,0.0
4389,2026352035,4/13/2016 1:00:00 AM,48,12,1,0.016667
4390,2026352035,4/13/2016 2:00:00 AM,47,0,0,0.0
4391,2026352035,4/13/2016 3:00:00 AM,48,6,1,0.016667
4392,2026352035,4/13/2016 4:00:00 AM,47,0,0,0.0
4393,2026352035,4/13/2016 5:00:00 AM,48,8,1,0.016667
4394,2026352035,4/13/2016 6:00:00 AM,73,355,16,0.266667
4395,2026352035,4/13/2016 7:00:00 AM,76,319,18,0.3
4396,2026352035,4/13/2016 8:00:00 AM,66,160,12,0.2
4397,2026352035,4/13/2016 9:00:00 AM,72,302,15,0.25
4398,2026352035,4/13/2016 10:00:00 AM,53,14,3,0.05
4399,2026352035,4/13/2016 11:00:00 AM,65,178,12,0.2
4400,2026352035,4/13/2016 12:00:00 PM,64,185,12,0.2
4401,2026352035,4/13/2016 1:00:00 PM,59,93,7,0.116667
4402,2026352035,4/13/2016 2:00:00 PM,62,125,10,0.166667
4403,2026352035,4/13/2016 3:00:00 PM,98,861,26,0.433333
4404,2026352035,4/13/2016 4:00:00 PM,83,531,21,0.35
4405,2026352035,4/13/2016 5:00:00 PM,80,585,15,0.25
4406,2026352035,4/13/2016 6:00:00 PM,57,48,7,0.116667
4407,2026352035,4/13/2016 7:00:00 PM,79,507,16,0.266667
4408,2026352035,4/13/2016 8:00:00 PM,90,431,31,0.516667
4409,2026352035,4/13/2016 9:00:00 PM,64,247,11,0.183333
4410,2026352035,4/13/2016 10:00:00 PM,50,26,3,0.05
4411,2026352035,4/13/2016 11:00:00 PM,47,0,0,0.0
4412,2026352035,4/14/2016 12:00:00 AM,47,0,0,0.0
4413,2026352035,4/14/2016 1:00:00 AM,47,0,0,0.0
4414,2026352035,4/14/2016 2:00:00 AM,47,0,0,0.0
4415,2026352035,4/14/2016 3:00:00 AM,47,0,0,0.0
4416,2026352035,4/14/2016 4:00:00 AM,47,0,0,0.0
4417,2026352035,4/14/2016 5:00:00 AM,47,0,0,0.0
4418,2026352035,4/14/2016 6:00:00 AM,63,290,9,0.15
4419,2026352035,4/14/2016 7:00:00 AM,98,717,32,0.533333
4420,2026352035,4/14/2016 8:00:00 AM,79,268,23,0.383333
4421,2026352035,4/14/2016 9:00:00 AM,55,48,4,0.066667
4422,2026352035,4/14/2016 10:00:00 AM,55,36,5,0.083333
4423,2026352035,4/14/2016 11:00:00 AM,60,135,7,0.116667
4424,2026352035,4/14/2016 12:00:00 PM,61,106,9,0.15
4425,2026352035,4/14/2016 1:00:00 PM,60,74,9,0.15
4426,2026352035,4/14/2016 2:00:00 PM,67,235,11,0.183333
4427,2026352035,4/14/2016 3:00:00 PM,59,91,8,0.133333
4428,2026352035,4/14/2016 4:00:00 PM,60,104,8,0.133333
4429,2026352035,4/14/2016 5:00:00 PM,79,426,20,0.333333
4430,2026352035,4/14/2016 6:00:00 PM,76,282,20,0.333333
4431,2026352035,4/14/2016 7:00:00 PM,68,227,14,0.233333
4432,2026352035,4/14/2016 8:00:00 PM,67,236,14,0.233333
4433,2026352035,4/14/2016 9:00:00 PM,48,4,1,0.016667
4434,2026352035,4/14/2016 10:00:00 PM,51,26,3,0.05
4435,2026352035,4/14/2016 11:00:00 PM,47,0,0,0.0
4436,2026352035,4/15/2016 12:00:00 AM,48,5,1,0.016667
4437,2026352035,4/15/2016 1:00:00 AM,47,0,0,0.0
4438,2026352035,4/15/2016 2:00:00 AM,47,0,0,0.0
